age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
23,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",20,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
23,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",20,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
23,Female,White,Never been married,Post-graduate training/professional school after college,Student,"$40,000 to under $50,000",20,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No,1,1,1,Hybrid,1
22,Female,White,Single,Post-graduate training/professional school after college,Employed part-time,"$75,000 to under $100,000",20,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
21,Female,White,Single,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",20,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
21,Male,White,Never been married,College graduate,Employed full-time,"$75,000 to under $100,000",20,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",20,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1,Hybrid,1
18,Female,White,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",20,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",20,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",20,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1,Hybrid,1
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",20,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",20,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",20,Yes,No,Yes,Purchased the book,Yes,Don’t know,1,0,1,Hybrid,1
16,Female,White,Never been married,High school incomplete,Student,"$20,000 to under $30,000",20,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
16,Male,White,Never been married,High school incomplete,Employed part-time,"$20,000 to under $30,000",20,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",20,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
16,Male,White,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",20,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1,Hybrid,1
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",20,Yes,Yes,No,Purchased the book,No,Yes,1,1,0,Hybrid,1
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",20,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
18,Female,White,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",19,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
76,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",18,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
72,Female,White,Widowed,College graduate,Retired,"$30,000 to under $40,000",18,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
68,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",18,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
64,Female,White,Married,Post-graduate training/professional school after college,Retired,"$40,000 to under $50,000",18,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,1,1,1,Hybrid,1
61,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",18,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
53,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",18,No,Yes,Yes,Purchased the book,Yes,No,0,1,1,Digital/Audio-only,1
53,Female,White,Never been married,"Technical, trade or vocational school AFTER high school",Disabled,"Less than $10,000",18,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
51,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",18,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
50,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",18,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
31,Female,White,Married,High school graduate,Not employed for pay,"Less than $10,000",18,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
59,Male,Refused,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",17,Yes,No,No,Purchased the book,Don’t know,Don’t know,1,0,0,Print-only,0
60,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",17,Yes,Yes,No,Borrowed the book from a friend or family member,No,No,1,1,0,Hybrid,1
43,Female,White,Widowed,College graduate,Employed full-time,"$40,000 to under $50,000",17,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
30,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",17,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
25,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",17,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1,Hybrid,1
17,Male,White,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",17,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1,Hybrid,1
35,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",16,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
50,Male,Black or African-American,Single,High school graduate,Not employed for pay,"Less than $10,000",16,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
79,Female,White,Divorced,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",16,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
79,Female,White,Widowed,High school incomplete,Not employed for pay,"$30,000 to under $40,000",16,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
78,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",16,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
76,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,16,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
67,Male,White,Single,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",16,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
65,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",16,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
40,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",16,No,No,Yes,Purchased the book,Yes,Yes,0,0,1,Digital/Audio-only,1
36,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,16,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
22,Male,White,Never been married,High school incomplete,Employed full-time,"Less than $10,000",16,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
60,Female,Refused,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",15,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
29,Female,Don’t know,Married,College graduate,Employed full-time,"$50,000 to under $75,000",15,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
65,Female,Other,Married,High school incomplete,Employed part-time,Refused,15,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
37,Female,Other,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",15,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
36,Female,Other,Married,College graduate,Employed full-time,"$100,000 to under $150,000",15,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
62,Male,Native American/American Indian,Divorced,College graduate,Retired,"$40,000 to under $50,000",15,Yes,Yes,No,9,No,No,1,1,0,Hybrid,1
69,Male,Mixed race,Married,College graduate,Retired,"Less than $10,000",15,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
38,Female,Mixed race,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",15,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
57,Male,Asian or Pacific Islander,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",15,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
50,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
33,Female,Asian or Pacific Islander,Never been married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",15,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1,Hybrid,1
30,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",15,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
26,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Student,"$30,000 to under $40,000",15,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
59,Female,Black or African-American,Don’t know,College graduate,Retired,Refused,15,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
59,Male,Black or African-American,Married,High school graduate,Retired,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
51,Female,Black or African-American,Widowed,High school graduate,Employed part-time,"$20,000 to under $30,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
40,Male,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
37,Male,Black or African-American,Living with a partner,College graduate,Employed full-time,"$75,000 to under $100,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
32,Female,Black or African-American,Never been married,College graduate,Employed part-time,"$10,000 to under $20,000",15,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
29,Female,Black or African-American,Widowed,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0,Print-only,0
24,Female,Black or African-American,Single,College graduate,Employed full-time,"Less than $10,000",15,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
81,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
81,Male,White,Married,College graduate,Retired,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
78,Male,White,Divorced,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",15,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
78,Male,White,Widowed,"Some college, no 4-year degree",Have own business/self-employed,"$30,000 to under $40,000",15,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1,Hybrid,1
77,Female,White,Never been married,High school graduate,Employed part-time,"$30,000 to under $40,000",15,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
75,Male,White,Married,High school graduate,Retired,"$10,000 to under $20,000",15,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
71,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",15,Yes,No,No,8,Yes,No,1,0,0,Print-only,0
71,Male,White,Widowed,High school incomplete,Retired,"Less than $10,000",15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
70,Female,White,Married,Post-graduate training/professional school after college,Retired,"$40,000 to under $50,000",15,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
69,Female,White,Divorced,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",15,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
68,Female,White,Married,College graduate,Retired,"$50,000 to under $75,000",15,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes,1,1,0,Hybrid,1
68,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,Refused,15,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
68,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",15,No,No,Yes,Borrowed the book from a library,Yes,Yes,0,0,1,Digital/Audio-only,1
67,Female,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",15,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
66,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,Refused,15,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
66,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",15,Yes,No,Yes,Got the book some other way,Yes,No,1,0,1,Hybrid,1
65,Female,White,Married,College graduate,Employed part-time,"$20,000 to under $30,000",15,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
65,Male,White,Married,High school graduate,Retired,"$20,000 to under $30,000",15,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
65,Female,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
65,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",15,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
64,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",15,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
64,Male,White,Divorced,High school graduate,Retired,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
63,Female,White,Married,College graduate,Disabled,"$40,000 to under $50,000",15,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
62,Female,White,Never been married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",15,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
62,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
61,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",15,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
